license_number,provider_name,first_name,last_name,license_type,profession_code,specialty,status,issue_date,expiration_date,last_renewal_date,address_line1,address_city,address_state,address_zip,phone,disciplinary_actions,board_certified,medical_school,verification_date,middle_name,suffix,secondary_specialty,renewal_date,county,email,medical_school_graduation_year,residency_program,board_certification,languages,public_record,disciplinary_history,malpractice_insurance,hospital_affiliations,last_updated,npi,entity_type_code,replacement_npi,employer_identification_number,provider_organization_name,provider_last_name,provider_first_name,provider_middle_name,provider_name_prefix,provider_name_suffix,provider_credential_text,provider_other_organization_name,provider_other_organization_name_type_code,provider_other_last_name,provider_other_first_name,provider_other_middle_name,provider_other_name_prefix,provider_other_name_suffix,provider_other_credential_text,provider_other_last_name_type_code,provider_business_mailing_address_line1,provider_business_mailing_address_line2,provider_business_mailing_address_city,provider_business_mailing_address_state,provider_business_mailing_address_zip,provider_business_mailing_address_country_code,provider_business_mailing_address_phone,provider_business_mailing_address_fax,provider_business_practice_location_address_line1,provider_business_practice_location_address_line2,provider_business_practice_location_address_city,provider_business_practice_location_address_state,provider_business_practice_location_address_zip,provider_business_practice_location_address_country_code,provider_business_practice_location_address_phone,provider_business_practice_location_address_fax,provider_enumeration_date,last_update_date,npi_deactivation_reason_code,npi_deactivation_date,npi_reactivation_date,provider_gender_code,authorized_official_last_name,authorized_official_first_name,authorized_official_middle_name,authorized_official_title,authorized_official_phone,healthcare_provider_taxonomy_code_1,provider_license_number_1,provider_license_number_state_code_1,healthcare_provider_primary_taxonomy_switch_1,healthcare_provider_taxonomy_code_2,provider_license_number_2,provider_license_number_state_code_2,healthcare_provider_primary_taxonomy_switch_2,other_provider_identifier_1,other_provider_identifier_type_code_1,other_provider_identifier_state_1,other_provider_identifier_issuer_1,other_provider_identifier_2,other_provider_identifier_type_code_2,other_provider_identifier_state_2,other_provider_identifier_issuer_2,is_sole_proprietor,is_organization_subpart,parent_organization_lbn,parent_organization_tin,npi_certification_date
060NY460663,"Ahmed G Ramirez, MD PhD",Ahmed G,Ramirez,Physician,60.0,Internal Medicine,Expired,2018-08-03,2024-06-25,2023-04-08,3528 Third Ave,Brooklyn,NY,10002,(424) 396-2139,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7816184956.0,1.0,,,,Ramirez,Ahmed,R,,,MD PhD,,,,,,,,,,3528 Third Ave,,Brooklyn,NY,10002,US,(424) 396-2139,,3528 Third Ave,,Brooklyn,NY,10002,US,(424) 396-2139,,02/04/2017,02/18/2025,,,,M,,,,,,207R00000X,060NY460663,NY,Y,,,,,,,,,,,,,,N,,,02/04/2017
060NY460663,"Ahmed G Ramirez, MD PhD",Ahmed G,Ramirez,Physician,60.0,Internal Medicine,Expired,2018-08-03,2024-06-25,2023-04-08,3528 Third Ave,Brooklyn,NY,10002,(424) 396-2139,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4778948967.0,1.0,,,,Ramirez,Ahmed G,L,,,MD PhD,,,,,,,,,,3528 Third Ave,,Brooklyn,NY,10002,US,(424) 396-2139,(646) 959-5934,3528 Third Ave,,Brooklyn,NY,10002,US,(424) 396-2139,(646) 959-5934,08/25/2016,07/22/2025,,,,,,,,,,207R00000X,060NY460663,NY,Y,,,,,"{""identifier"": ""BA3832174"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,,N,,,08/25/2016
060NY821590,"Thomas K Robinson, MD PhD",Thomas K,Robinson,Physician,60.0,Radiology,Expired,2019-02-26,2024-03-25,2023-10-27,5821 Park Ave,Buffalo,NY,10002,(818) 522-4483,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,305641393.0,1.0,,,,Robinson,Thomas,,,,MD PhD,,,,,,,,,,5821 Park Ave,,Buffalo,NY,10002,US,(818) 522-4483,,5821 Park Ave,,Buffalo,NY,10002,US,(818) 522-4483,,06/10/2019,01/05/2025,,,,F,,,,,,207R00000X,060NY821590,NY,Y,,,,,"{""identifier"": ""060NY821590"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,Y,N,,,06/10/2019
060NY821590,"Thomas K Robinson, MD PhD",Thomas K,Robinson,Physician,60.0,Radiology,Expired,2019-02-26,2024-03-25,2023-10-27,5821 Park Ave,Buffalo,NY,10002,(818) 522-4483,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4067917668.0,1.0,,,,Robinson,Thomas K,J,,,MD PhD,,,,,,,,,,5821 Park Ave,,Buffalo,NY,10002,US,818 522 4483,(626) 519-5933,5821 Park Ave,,Buffalo,NY,10002,US,818 522 4483,(626) 519-5933,09/14/2017,10/12/2024,,,,M,,,,,,207R00000X,060NY821590,NY,Y,207R00000X,,,N,"{""identifier"": ""060NY821590"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM7821267"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,09/14/2017
060NY412942,"Linda B Hernandez, DO PhD",Linda B,Hernandez,Physician,60.0,Urology,Suspended,2019-07-28,2025-11-05,2023-12-14,4316 York Ave,Queens,NY,142**,310- 219-2832,[],False,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,3252880955.0,1.0,,,,Hernandez,Linda,J,,,DO PhD,,,,,,,,,,4316 York Ave,,Queens,NY,14201,US,3102192832,(718) 825-1570,4316 York Ave,,Queens,NY,14201,US,3102192832,(718) 825-1570,10/30/2024,10/02/2024,,,,,,,,,,207U00000X,060NY412942,NY,Y,,,,,,,,,,,,,,N,,,10/30/2024
060NY412942,"Linda B Hernandez, DO PhD",Linda B,Hernandez,Physician,60.0,Urology,Suspended,2019-07-28,2025-11-05,2023-12-14,4316 York Ave,Queens,NY,142**,310- 219-2832,[],False,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,8842163091.0,1.0,,,,Hernandez,Linda B,,Dr.,,DO PhD,,,,,,,,,,4316 York Ave,,Queens,NY,14201,US,,,4316 York Ave,,Queens,NY,142**,US,310- 219-2832,,12/02/2017,11/12/2024,,,,,,,,,,207U00000X,060NY412942,NY,Y,207P00000X,,,N,"{""identifier"": ""060NY412942"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BF4556965"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,12/02/2017
060NY698782,"Williams, Mohammed A MD PhD",Mohammed A,Williams,Physician,60.0,Psychiatry,Expired,2023-02-17,2025-08-26,2024-07-31,3900 Lexington Ave,Syracuse,NY,10004,(310) 946-1887,[],True,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7631165667.0,1.0,,32-7261161,,Williams,Mohammed,M,,,MD PhD,,,,,,,,,,3900 Lexington Ave,,Syracuse,NY,10004,US,(310) 946-1887,(818) 599-5190,3900 Lexington Ave,,Syracuse,NY,10004,US,(310) 946-1887,(818) 599-5190,05/14/2020,08/19/2025,,,,M,,,,,,207P00000X,060NY698782,NY,Y,,,,,"{""identifier"": ""060NY698782"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,Y,N,,,05/14/2020
060NY698782,"Williams, Mohammed A MD PhD",Mohammed A,Williams,Physician,60.0,Psychiatry,Expired,2023-02-17,2025-08-26,2024-07-31,3900 Lexington Ave,Syracuse,NY,10004,(310) 946-1887,[],True,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8953263898.0,1.0,,,,Williams,Mohammed A,,,,MD PhD,,,,,,,,,,3900 Lexington Ave,,Syracuse,NY,10004,US,(310) 946-1887,,3900 Lexington Ave,,Syracuse,NY,10004,US,(310) 946-1887,,03/07/2024,04/28/2025,,,,F,,,,,,207P00000X,060NY698782,NY,Y,,,,,"{""identifier"": ""BA9178451"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,,N,,,03/07/2024
060NY197793,"Christopher N Gonzalez, DO PhD",Christopher N,Gonzalez,Physician,60.0,Orthopedic Surgery,Expired,2020-05-25,2024-04-29,2024-02-15,3007 Lexington Ave,Syracuse,NY,10004,2134718454,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,6773602605.0,1.0,,,,Gonzalez,Christopher,,,,DO PhD,,,,,,,,,,3007 Lexington Ave,,Syracuse,NY,10004,US,(213) 471-8454,(424) 252-1580,3007 Lexington Ave,,Syracuse,NY,10004,US,(213) 471-8454,(424) 252-1580,04/03/2016,09/12/2024,,,,F,,,,,,207X00000X,060NY197793,NY,Y,207L00000X,,,N,"{""identifier"": ""060NY197793"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM2672332"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,04/03/2016
060NY197793,"Christopher N Gonzalez, DO PhD",Christopher N,Gonzalez,Physician,60.0,Orthopedic Surgery,Expired,2020-05-25,2024-04-29,2024-02-15,3007 Lexington Ave,Syracuse,NY,10004,2134718454,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,2199471133.0,1.0,,,,Gonzalez,Christopher N,R,,,DO PhD,,,,,,,,,,9017 Fifth Ave,,New York,NY,14201,US,,,3007 Lexington Ave,,Syracuse,NY,10004,US,2134718454,,01/01/2025,04/16/2025,,,,F,,,,,,207X00000X,060NY197793,NY,Y,,,,,"{""identifier"": ""060NY197793"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,N,N,,,01/01/2025
060NY176066,"Priya D Lee, DO",Priya D,Lee,Physician,60.0,Radiology,Expired,2019-11-04,2023-01-20,2021-03-03,2145 Columbus Ave,Buffalo,NY,11203,(929) 270-5002,"[{""action_type"": ""Suspension"", ""action_date"": ""2023-03-15"", ""description"": ""Disciplinary action related to patient care""}]",False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,9911838427.0,1.0,,,,Lee,Priya,,,,DO,,,,,,,,,,2145 Columbus Ave,,Buffalo,NY,11203,US,(929) 270-5002,(424) 212-1425,2145 Columbus Ave,,Buffalo,NY,11203,US,(929) 270-5002,(424) 212-1425,04/03/2020,10/28/2024,,,,M,,,,,,207RP1001X,060NY176066,NY,Y,207RN0300X,,,N,"{""identifier"": ""060NY176066"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BM5083490"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,Y,N,,,04/03/2020
060NY176066,"Priya D Lee, DO",Priya D,Lee,Physician,60.0,Radiology,Expired,2019-11-04,2023-01-20,2021-03-03,2145 Columbus Ave,Buffalo,NY,11203,(929) 270-5002,"[{""action_type"": ""Suspension"", ""action_date"": ""2023-03-15"", ""description"": ""Disciplinary action related to patient care""}]",False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,3469967336.0,1.0,,,,Lee,Priya D,L,,,DO,,,,,,,,,,2145 Columbus Ave,,Buffalo,NY,11203,US,(929) 270-5002,,2145 Columbus Ave,,Buffalo,NY,11203,US,(929) 270-5002,,02/01/2023,09/15/2024,,,,F,,,,,,207R00000X,060NY176066,NY,Y,,,,,"{""identifier"": ""060NY176066"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,N,N,,,02/01/2023
060NY255287,"William Q Lewis, DO PhD",William Q,Lewis,Physician,60.0,Dermatology,Expired,2018-06-20,2025-05-30,2024-11-17,1833 Fifth Ave,Queens,NY,14201,3236163532,[],True,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,450533156.0,1.0,,,,Lewis,William,,,,DO PhD,,,,,,,,,,1833 Fifth Ave,Suite 478,Queens,NY,14201,US,(323) 616-3532,,1833 Fifth Ave,Suite 478,Queens,NY,14201,US,(323) 616-3532,,05/02/2024,12/23/2024,,,,F,,,,,,207N00000X,060NY255287,NY,Y,,,,,"{""identifier"": ""060NY255287"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA8951745"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,05/02/2024
060NY255287,"William Q Lewis, DO PhD",William Q,Lewis,Physician,60.0,Dermatology,Expired,2018-06-20,2025-05-30,2024-11-17,1833 Fifth Ave,Queens,NY,14201,3236163532,[],True,UCLA David Geffen School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4376855079.0,1.0,,,,Lewis,William Q,,,,DO PhD,,,,,,,,,,1833 Fifth Ave,Suite 478,Queens,NY,14201,US,3236163532,(718) 520-1680,1833 Fifth Ave,Suite 478,Queens,NY,14201,US,3236163532,(718) 520-1680,07/23/2017,01/24/2025,,,,F,,,,,,207N00000X,060NY255287,NY,Y,,,,,"{""identifier"": ""060NY255287"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA8687344"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,07/23/2017
060NY786508,"Jennifer O Lopez, MD PhD",Jennifer O,Lopez,Physician,60.0,Pulmonology,Expired,2021-01-18,2024-10-21,2024-06-20,7 Lexington Ave,Buffalo,NY,10004,(626) 848-6491,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,7738721480.0,1.0,,,,Lopez,Jennifer,,,,MD PhD,,,,,,,,,,7 Lexington Ave,,Buffalo,NY,10004,US,(626) 848-6491,(929) 908-6883,7 Lexington Ave,,Buffalo,NY,10004,US,(626) 848-6491,(929) 908-6883,04/14/2018,01/07/2025,,,,M,,,,,,207RP1001X,060NY786508,NY,Y,,,,,"{""identifier"": ""060NY786508"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA3247082"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,04/14/2018
060NY786508,"Jennifer O Lopez, MD PhD",Jennifer O,Lopez,Physician,60.0,Pulmonology,Expired,2021-01-18,2024-10-21,2024-06-20,7 Lexington Ave,Buffalo,NY,10004,(626) 848-6491,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,,,,,,,,,,,,,,,,4369709312.0,1.0,,,,Lopez,Jennifer O,,,,MD PhD,,,,,,,,,,7 Lexington Ave,,Buffalo,NY,10004,US,(626) 848-6491,,7 Lexington Ave,,Buffalo,NY,10004,US,(626) 848-6491,,03/25/2018,07/06/2025,,,,F,,,,,,207RP1001X,060NY786508,NY,Y,207RO0300X,,,N,"{""identifier"": ""060NY786508"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BA7838926"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,N,,,03/25/2018
060NY907189,"David T Clark, DO PhD",David T,Clark,Physician,60.0,Otolaryngology,Expired,2020-01-14,2023-02-10,2021-12-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,6705466880.0,1.0,,,,Clark,David,,,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(212) 251-7613,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(212) 251-7613,04/05/2019,07/08/2025,,,,M,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""060NY907189"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BB2438713"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,04/05/2019
060NY907189,"David T Clark, DO PhD",David T,Clark,Physician,60.0,Otolaryngology,Expired,2020-01-14,2023-02-10,2021-12-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,3065031218.0,1.0,,,,Clark,David T,,,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(323) 545-9051,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(323) 545-9051,04/06/2019,08/15/2025,,,,,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""BM8540358"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,N,N,,,04/06/2019
060NY907189,"David T Clark, DO PhD",David T,Clark,Physician,60.0,Otolaryngology,Expired,2020-01-14,2023-02-10,2021-12-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8041847245.0,1.0,,28-1272755,,Clark,Dave,,Prof.,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,,04/08/2023,03/31/2025,,,,F,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""060NY907189"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,N,N,,,04/08/2023
060NY907189,"Dave Clark, DO PhD",Dave,Clark,Physician,60.0,Otolaryngology,Expired,2019-10-07,2023-02-10,2022-03-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,6705466880.0,1.0,,,,Clark,David,,,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(212) 251-7613,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(212) 251-7613,04/05/2019,07/08/2025,,,,M,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""060NY907189"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,"{""identifier"": ""BB2438713"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,N,N,,,04/05/2019
060NY907189,"Dave Clark, DO PhD",Dave,Clark,Physician,60.0,Otolaryngology,Expired,2019-10-07,2023-02-10,2022-03-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,3065031218.0,1.0,,,,Clark,David T,,,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(323) 545-9051,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,(323) 545-9051,04/06/2019,08/15/2025,,,,,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""BM8540358"", ""type_code"": ""01"", ""state"": ""NY"", ""issuer"": ""DEA""}",1.0,NY,DEA,,,,,N,N,,,04/06/2019
060NY907189,"Dave Clark, DO PhD",Dave,Clark,Physician,60.0,Otolaryngology,Expired,2019-10-07,2023-02-10,2022-03-29,7634 Second Ave,New York,NY,10004,(424) 425-8999,[],False,UCSF School of Medicine,2025-09-02,,,,,,,,,,,,,,,,8041847245.0,1.0,,28-1272755,,Clark,Dave,,Prof.,,DO PhD,,,,,,,,,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,,7634 Second Ave,,New York,NY,10004,US,(424) 425-8999,,04/08/2023,03/31/2025,,,,F,,,,,,207Y00000X,060NY907189,NY,Y,,,,,"{""identifier"": ""060NY907189"", ""type_code"": ""05"", ""state"": ""NY"", ""issuer"": ""NY Medical Board""}",5.0,NY,NY Medical Board,,,,,N,N,,,04/08/2023
060NY756451,"Li Kumar, MD PhD",Li,Kumar,Physician,60.0,Internal Medicine,Expired,2023-05-06,2025-08-04,2022-12-28,3666 Broadway,Syracuse,NY,13189,(718) 256-2913,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY800779,"Christopher Jones, MD",Christopher,Jones,Physician,60.0,Neurology,Inactive,2016-10-23,2026-07-19,2025-07-12,786 Fifth Ave,Rochester,NY,10656,(347) 844-2198,[],False,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY760117,"Elizabeth Clark, DO",Elizabeth,Clark,Physician,60.0,Endocrinology,Active,2021-06-23,2027-02-26,2023-05-14,2354 Broadway,Rochester,NY,10137,(310) 651-8253,[],False,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY246518,"William Brown, DO PhD",William,Brown,Physician,60.0,Oncology,Active,2019-01-21,2025-05-26,2024-11-26,5646 Broadway,Syracuse,NY,13884,(213) 248-3637,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY170420,"John Sanchez, MD PhD",John,Sanchez,Physician,60.0,Neurology,Active,2021-06-13,2025-10-22,2023-02-16,3803 Fifth Ave,Buffalo,NY,11659,(929) 610-2781,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY111158,"Fatima Garcia, DO PhD",Fatima,Garcia,Physician,60.0,Neurology,Active,2021-10-31,2025-03-29,2025-03-26,9879 Madison Ave,Syracuse,NY,11949,(323) 885-6206,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY494244,"Barbara Sharma, MD PhD",Barbara,Sharma,Physician,60.0,Cardiology,Active,2021-07-16,2025-11-22,2023-03-01,1218 Columbus Ave,Albany,NY,10402,(818) 372-6292,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY635055,"Li Sanchez, MD PhD",Li,Sanchez,Physician,60.0,Internal Medicine,Active,2022-08-12,2027-02-02,2024-02-16,4666 Broadway,New York,NY,13263,(310) 747-2774,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY295714,"Maria Shah, DO",Maria,Shah,Physician,60.0,Pediatrics,Active,2023-07-08,2025-07-29,2025-02-26,8054 Amsterdam Ave,Rochester,NY,14255,(213) 375-9947,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY345224,"Wei Shah, DO PhD",Wei,Shah,Physician,60.0,Gastroenterology,Expired,2021-01-28,2026-01-12,2025-01-10,8443 Madison Ave,Rochester,NY,11875,(424) 968-8366,[],True,Stanford University School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY522346,"Ana Zhang, DO PhD",Ana,Zhang,Physician,60.0,Cardiology,Active,2018-08-03,2027-05-09,2025-04-30,6598 First Ave,Buffalo,NY,10126,(929) 982-1036,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY289214,"Robert Garcia, DO",Robert,Garcia,Physician,60.0,Psychiatry,Active,2016-08-13,2026-08-18,2023-11-01,2609 Fifth Ave,Albany,NY,13664,(718) 903-5340,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY176287,"Robert Jones, DO",Robert,Jones,Physician,60.0,Otolaryngology,Active,2022-02-12,2026-07-04,2023-06-11,7483 Amsterdam Ave,Rochester,NY,11926,(213) 838-9877,[],False,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY233037,"Li Johnson, DO",Li,Johnson,Physician,60.0,Internal Medicine,Active,2019-12-18,2024-11-10,2024-05-20,8885 Second Ave,Buffalo,NY,12442,(424) 545-9391,[],True,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY573813,"David Jackson, MD PhD",David,Jackson,Physician,60.0,Ophthalmology,Active,2017-12-25,2027-03-28,2025-06-21,7232 Fifth Ave,Syracuse,NY,13666,(213) 689-4211,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY388253,"Fatima Yang, DO PhD",Fatima,Yang,Physician,60.0,Oncology,Active,2022-10-19,2025-01-10,2023-02-01,8109 Amsterdam Ave,Buffalo,NY,14707,(213) 717-9146,[],True,Harvard Medical School,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY617899,"Mary Singh, DO",Mary,Singh,Physician,60.0,Internal Medicine,Expired,2016-06-17,2027-08-27,2023-11-21,8592 Broadway,Buffalo,NY,13020,(212) 912-5412,[],True,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060NY499443,"Mohammed White, DO PhD",Mohammed,White,Physician,60.0,Urology,Active,2019-12-14,2027-03-26,2025-06-16,502 Columbus Ave,Buffalo,NY,12806,(929) 474-5115,[],True,Johns Hopkins School of Medicine,2025-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
